Untitled report
1 December 2025 - 1 March 2026
Campaign,Day,Currency code,Cost,Clicks,Impr.,Conversions,Conv. value,Cost / conv.
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-28,GBP,616.24,782,"3,742",46.93,"12,131.23",13.13
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-28,GBP,1685.37,"2,435","202,762",159.59,"32,489.42",10.56
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-28,GBP,696.05,"2,330","143,558",54.86,"11,300.06",12.69
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-28,GBP,550.00,704,"3,621",62.48,"18,846.80",8.80
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-28,GBP,115.64,82,417,2.00,"1,092.00",57.82
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-28,GBP,1715.51,"1,949","187,304",96.19,"19,366.71",17.83
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-28,GBP,1407.14,"1,936","171,632",76.98,"20,579.52",18.28
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-28,GBP,280.06,606,"1,990",57.29,"7,999.12",4.89
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-28,GBP,306.39,447,"1,873",30.36,"5,662.47",10.09
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-28,GBP,662.12,414,"7,262",23.95,"7,439.12",27.65
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-28,GBP,221.25,341,"4,702",23.89,"4,052.38",9.26
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-28,GBP,801.20,767,"14,849",18.06,"5,583.06",44.36
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-28,GBP,98.97,186,"8,551",10.50,"1,992.40",9.43
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-28,GBP,64.45,45,"1,243",6.00,957.15,10.74
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-28,GBP,204.77,139,"14,747",2.97,684.09,68.99
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-28,GBP,667.90,422,"5,848",8.88,"2,001.02",75.21
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-28,GBP,196.94,777,"39,917",4.77,622.12,41.27
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-28,GBP,99.20,172,"12,515",1.03,102.98,96.67
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-28,GBP,206.90,123,"1,866",4.22,808.94,49.08
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-28,GBP,36.16,12,142,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-29,GBP,2079.70,"1,835","158,354",119.25,"29,544.63",17.44
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-29,GBP,605.23,668,"3,740",48.82,"15,575.56",12.40
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-29,GBP,1701.11,"2,308","212,777",155.07,"31,702.30",10.97
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-29,GBP,691.94,"2,049","136,378",57.91,"11,278.96",11.95
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-29,GBP,501.20,728,"3,850",68.64,"18,766.84",7.30
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-29,GBP,60.73,56,361,8.71,"2,599.57",6.97
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-29,GBP,1479.19,"1,791","185,009",68.66,"15,096.84",21.54
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-29,GBP,1623.60,"2,291","207,549",74.54,"19,288.63",21.78
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-29,GBP,253.20,525,"1,780",74.11,"10,189.68",3.42
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-29,GBP,656.43,530,"1,957",37.85,"7,201.50",17.34
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-29,GBP,425.09,291,"6,757",5.69,"2,015.66",74.73
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-29,GBP,206.14,287,"4,087",17.80,"2,794.75",11.58
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-29,GBP,700.31,654,"14,390",10.78,"2,992.14",64.95
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-29,GBP,99.80,184,"7,556",3.30,457.55,30.27
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-29,GBP,35.61,23,"1,151",2.50,631.43,14.23
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-29,GBP,199.19,173,"10,727",9.62,"2,210.79",20.71
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-29,GBP,533.33,351,"5,532",4.41,799.90,120.99
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-29,GBP,194.97,749,"36,318",7.35,"1,509.08",26.52
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-29,GBP,95.04,174,"13,604",1.85,240.28,51.37
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-29,GBP,198.96,110,"1,843",10.22,"2,084.13",19.46
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-29,GBP,42.01,12,142,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-30,GBP,1978.03,"1,603","156,472",108.12,"30,523.37",18.29
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-30,GBP,585.63,671,"3,540",28.25,"8,593.69",20.73
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-30,GBP,1679.34,"2,251","224,885",111.55,"21,984.78",15.05
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-30,GBP,646.73,"1,722","117,624",61.88,"12,462.95",10.45
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-30,GBP,483.25,692,"3,571",57.20,"15,964.09",8.45
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-30,GBP,90.06,81,408,2.00,493.17,45.03
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-30,GBP,1319.41,"1,606","178,815",66.58,"11,830.52",19.82
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-30,GBP,605.76,"1,066","99,031",35.78,"8,379.06",16.93
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-30,GBP,217.92,458,"1,457",49.74,"6,899.51",4.38
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-30,GBP,516.35,501,"2,204",35.51,"6,764.90",14.54
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-30,GBP,592.49,355,"6,472",16.18,"5,150.53",36.61
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-30,GBP,225.25,293,"4,616",15.33,"3,746.28",14.69
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-30,GBP,647.68,623,"11,468",14.73,"4,475.37",43.98
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-30,GBP,92.40,195,"9,574",11.63,"2,020.75",7.95
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-30,GBP,53.35,33,"1,254",0.00,0.00,0
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-30,GBP,180.40,177,"12,868",13.66,"8,572.38",13.20
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-30,GBP,457.02,297,"4,570",9.00,"1,730.18",50.78
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-30,GBP,193.66,749,"31,168",2.73,573.40,70.91
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-30,GBP,93.48,206,"14,749",3.77,410.41,24.82
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-30,GBP,161.09,85,"1,500",3.28,612.02,49.13
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-30,GBP,102.39,15,197,3.00,610.63,34.13
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-31,GBP,1142.72,"1,053","105,155",107.74,"26,912.73",10.61
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-31,GBP,403.86,507,"2,879",37.19,"11,223.58",10.86
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-31,GBP,1575.22,"1,966","212,953",121.73,"21,225.57",12.94
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-31,GBP,641.61,"1,975","120,616",97.28,"19,770.82",6.60
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-31,GBP,810.62,800,"3,818",76.16,"19,753.09",10.64
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-31,GBP,16.72,45,303,4.00,"1,012.79",4.18
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-31,GBP,1035.61,"1,300","143,642",62.72,"15,084.92",16.51
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2025-12-31,GBP,727.87,"1,109","108,983",55.77,"16,643.17",13.05
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-31,GBP,145.96,372,"1,139",52.59,"8,217.66",2.78
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2025-12-31,GBP,487.81,393,"1,856",22.86,"4,378.06",21.34
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-31,GBP,490.51,298,"6,087",13.03,"4,230.41",37.63
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-31,GBP,160.51,215,"3,768",28.62,"7,053.45",5.61
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-31,GBP,246.14,264,"6,078",3.14,"1,540.62",78.27
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-31,GBP,89.54,174,"8,117",8.07,"1,237.95",11.09
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-31,GBP,77.49,39,"1,288",4.73,751.62,16.39
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-31,GBP,110.47,106,"8,895",2.15,392.26,51.27
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2025-12-31,GBP,371.06,214,"3,345",4.74,"1,572.17",78.32
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-31,GBP,125.24,457,"18,632",3.18,939.75,39.37
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2025-12-31,GBP,79.70,150,"12,284",2.44,290.24,32.67
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-31,GBP,147.48,80,"1,143",4.00,560.20,36.87
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2025-12-31,GBP,156.67,16,187,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-01,GBP,1514.38,"1,333","132,422",94.28,"24,250.20",16.06
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-01,GBP,353.52,624,"2,858",48.79,"14,129.93",7.25
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-01,GBP,1731.42,"2,251","267,626",186.57,"29,113.90",9.28
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-01,GBP,757.84,"2,228","149,787",104.81,"19,898.02",7.23
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-01,GBP,905.17,743,"3,797",73.87,"21,996.21",12.25
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-01,GBP,101.02,76,549,8.20,"2,056.16",12.32
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-01,GBP,1131.82,"1,523","172,489",55.36,"10,960.75",20.44
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-01,GBP,970.00,"1,586","138,148",63.67,"16,942.45",15.23
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-01,GBP,125.04,390,"1,285",46.76,"8,557.03",2.67
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-01,GBP,348.74,410,"1,788",27.84,"7,203.61",12.53
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-01,GBP,474.42,293,"5,103",17.72,"6,217.71",26.77
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-01,GBP,214.35,314,"4,640",14.34,"2,722.25",14.95
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-01,GBP,368.78,431,"8,185",9.96,"2,411.10",37.04
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-01,GBP,100.82,183,"10,758",10.14,"1,498.57",9.94
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-01,GBP,38.63,21,983,1.50,223.64,25.75
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-01,GBP,102.36,126,"8,517",7.30,"1,957.34",14.02
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-01,GBP,249.70,207,"3,018",11.34,"2,496.93",22.03
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-01,GBP,100.04,304,"12,819",4.23,665.88,23.66
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-01,GBP,100.64,200,"20,206",1.19,81.58,84.57
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-01,GBP,61.76,46,"1,072",5.43,"1,121.16",11.36
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-01,GBP,37.79,6,164,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-02,GBP,1433.45,"1,261","132,237",74.92,"22,008.22",19.13
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-02,GBP,451.94,633,"3,138",42.77,"12,525.78",10.57
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-02,GBP,1949.95,"2,311","317,850",196.52,"28,539.09",9.92
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-02,GBP,739.81,"2,316","174,546",125.35,"23,101.15",5.90
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-02,GBP,1107.67,965,"4,381",83.79,"23,644.07",13.22
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-02,GBP,37.98,63,337,4.00,769.87,9.50
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-02,GBP,1048.18,"1,445","152,600",59.10,"11,051.48",17.73
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-02,GBP,1212.84,"1,921","172,149",76.79,"19,676.75",15.79
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-02,GBP,173.14,381,"1,187",57.74,"8,840.07",3.00
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-02,GBP,429.08,425,"1,596",33.15,"7,205.99",12.94
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-02,GBP,476.21,315,"6,406",12.64,"3,255.10",37.68
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-02,GBP,241.80,306,"5,046",20.29,"4,294.65",11.92
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-02,GBP,381.42,466,"9,300",5.86,"1,756.13",65.05
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-02,GBP,108.10,92,"7,219",4.87,819.85,22.18
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-02,GBP,38.10,27,"1,317",6.75,"2,012.28",5.64
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-02,GBP,101.86,102,"10,082",3.88,680.01,26.24
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-02,GBP,265.64,221,"3,256",6.73,"1,299.91",39.46
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-02,GBP,99.11,374,"15,986",2.50,609.34,39.72
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-02,GBP,105.34,175,"18,591",2.73,359.22,38.64
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-02,GBP,58.81,46,"1,094",0.02,4.92,2502.62
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-02,GBP,110.76,11,252,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-03,GBP,1443.11,"1,315","132,159",108.19,"24,564.80",13.34
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-03,GBP,479.53,653,"3,291",55.79,"16,652.16",8.60
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-03,GBP,1668.06,"2,223","233,106",140.31,"25,487.77",11.89
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-03,GBP,955.02,"2,884","236,834",84.87,"14,497.00",11.25
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-03,GBP,1104.34,880,"4,182",89.40,"25,051.70",12.35
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-03,GBP,47.69,59,348,7.00,"2,149.97",6.81
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-03,GBP,900.58,"1,319","123,810",48.87,"10,550.30",18.43
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-03,GBP,1247.85,"1,864","158,289",93.97,"27,574.49",13.28
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-03,GBP,169.57,372,"1,159",57.89,"8,536.38",2.93
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-03,GBP,333.72,391,"1,703",35.08,"8,449.04",9.51
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-03,GBP,665.40,400,"8,474",21.63,"6,449.44",30.77
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-03,GBP,335.21,418,"6,258",36.66,"5,749.81",9.14
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-03,GBP,531.50,561,"12,243",14.40,"3,722.46",36.90
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-03,GBP,102.06,136,"8,947",5.18,"1,755.83",19.68
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-03,GBP,53.40,42,"1,576",2.00,360.94,26.70
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-03,GBP,102.70,129,"9,407",3.82,996.20,26.92
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-03,GBP,268.37,243,"3,284",10.14,"2,249.71",26.47
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-03,GBP,108.41,446,"18,317",4.94,719.79,21.95
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-03,GBP,104.23,203,"25,865",5.16,575.36,20.20
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-03,GBP,99.44,74,959,2.99,709.71,33.22
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-03,GBP,147.73,16,233,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-04,GBP,1457.55,"1,561","120,333",105.48,"25,019.97",13.82
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-04,GBP,536.34,639,"2,930",34.63,"8,606.70",15.49
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-04,GBP,1782.92,"2,448","257,586",133.47,"26,771.60",13.36
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-04,GBP,744.79,"2,243","150,035",139.89,"25,915.70",5.32
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-04,GBP,542.90,690,"3,168",76.09,"21,377.38",7.13
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-04,GBP,74.61,64,349,4.05,"1,739.53",18.44
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-04,GBP,924.48,"1,394","119,445",70.04,"13,747.40",13.20
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-04,GBP,1095.42,"1,897","145,465",92.81,"26,899.70",11.80
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-04,GBP,158.11,347,"1,133",35.61,"4,838.00",4.44
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-04,GBP,334.07,387,"1,714",31.03,"5,956.29",10.76
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-04,GBP,700.95,431,"9,301",13.46,"2,859.71",52.09
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-04,GBP,267.71,365,"5,381",33.28,"5,781.88",8.04
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-04,GBP,532.20,593,"11,781",10.75,"2,190.63",49.51
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-04,GBP,100.19,153,"12,694",12.89,"2,358.33",7.77
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-04,GBP,73.48,45,"1,674",3.89,"1,599.06",18.91
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-04,GBP,109.65,120,"12,359",2.04,323.27,53.64
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-04,GBP,341.33,276,"3,399",7.10,"1,400.68",48.06
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-04,GBP,103.15,356,"15,724",3.79,817.49,27.19
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-04,GBP,104.73,173,"22,424",4.20,796.78,24.95
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-04,GBP,86.18,54,"1,127",1.00,115.55,86.18
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-04,GBP,162.13,18,233,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-05,GBP,1401.56,"1,459","122,932",102.06,"27,473.41",13.73
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-05,GBP,673.15,739,"3,137",52.04,"13,709.27",12.94
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-05,GBP,1878.74,"2,527","268,375",150.31,"25,527.97",12.50
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-05,GBP,951.60,"3,099","247,471",107.21,"16,980.93",8.88
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-05,GBP,404.27,599,"3,087",57.95,"16,697.67",6.98
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-05,GBP,54.73,75,527,8.00,"2,901.55",6.84
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-05,GBP,988.68,"1,460","126,539",57.66,"11,612.03",17.15
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-05,GBP,1246.96,"1,938","161,836",80.14,"24,083.09",15.56
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-05,GBP,123.97,292,"1,004",39.39,"5,887.44",3.15
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-05,GBP,263.22,363,"1,636",24.46,"5,082.27",10.76
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-05,GBP,663.76,408,"7,676",10.30,"2,872.58",64.42
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-05,GBP,186.04,255,"4,184",14.36,"1,743.39",12.96
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-05,GBP,265.81,314,"5,561",13.61,"4,514.72",19.53
UK_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-05,GBP,113.03,90,"6,204",5.54,986.41,20.41
US_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-05,GBP,46.54,31,"1,180",4.00,791.56,11.63
US_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-05,GBP,102.85,103,"10,115",7.44,"1,585.01",13.83
AU_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-05,GBP,289.29,218,"2,867",5.12,"1,193.93",56.54
DE_DE_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-05,GBP,98.89,416,"22,387",7.37,"1,624.18",13.41
AU_EN_PaidSearch_Google_DEMGEN_AlwaysOn_Conv,2026-01-05,GBP,102.01,147,"20,394",2.65,353.91,38.43
AU_EN_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-05,GBP,63.89,51,837,2.63,487.94,24.30
DE_DE_PaidSearch_Google_COMP_AlwaysOn_Conv,2026-01-05,GBP,116.52,11,195,0.00,0.00,0
US_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-06,GBP,1471.27,"1,447","127,770",90.31,"23,331.62",16.29
DE_DE_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-06,GBP,457.94,556,"2,507",39.52,"11,288.23",11.59
UK_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-06,GBP,1365.63,"1,914","209,257",87.30,"15,473.68",15.64
JP_JA_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-06,GBP,798.53,"2,514","197,008",81.67,"13,132.97",9.78
US_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-06,GBP,451.30,603,"2,874",49.47,"11,979.79",9.12
DE_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-06,GBP,168.62,116,697,10.60,"2,392.10",15.90
AU_EN_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-06,GBP,809.68,"1,314","128,404",42.42,"8,819.49",19.09
DE_DE_PaidSearch_Google_PMAX_AlwaysOn_Conv,2026-01-06,GBP,835.94,"1,648","133,215",58.67,"16,224.32",14.25
UK_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-06,GBP,111.77,241,867,27.19,"3,256.59",4.11
AU_EN_PaidSearch_Google_BRA_AlwaysOn_Conv,2026-01-06,GBP,265.82,348,"1,554",14.89,"2,842.99",17.85
US_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-06,GBP,443.76,275,"5,966",12.95,"2,748.00",34.26
UK_EN_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-06,GBP,107.05,137,"2,088",9.29,760.30,11.52
DE_DE_PaidSearch_Google_GEN_AlwaysOn_Conv,2026-01-06,GBP,218.68,280,"5,167",4.83,"2,068.48",45.30
